annotator,item_id,text,triples,triples_surface_form,triples_label_form,feature_one,feature_two,feature_four,feature_five,feature_six,feature_seven
20,335,"Krieg, Geschäft , Arbeit, Bauern, Schulen  - Ich denke es liegt mehr an den Krieg.
Also den Krieg in ukraine das alles so kamm.
Mit den steigenen Preisen.  - inflation.","[('547180', [], '801097')]","[('Krieg', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,337,"Corona Pandemie , Ukraine Russland Konflikt  - Weiß ich nicht - inflation.","[('533608', [], '636346'), ('621480', [], '636346')]","[('Ukraine', [], 'inflation'), ('Corona Pandemie', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Pandemie', [], 'Inflation')]","{'Krieg', 'Pandemie'}","{'Krieg', 'Pandemie'}","{('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,342,Schlechtere wirtschaft -  Preise in einem Land von Jahr zu Jahr steigen gemessen durch die wirstschaft - inflation.,"[('LoKFnm2ELG', [], '489785')]","[('wirtschaft', [], 'inflation')]","[('Ökonomische Krise', [], 'Inflation')]",{'Ökonomische Krise'},{'Ökonomische Krise'},"{('Ökonomische Krise', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Ökonomische Krise', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,345,"krieg, umwelt - vieles - inflation.","[('643383', [], '842143'), ('181705', [], '842143')]","[('krieg', [], 'inflation'), ('umwelt', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Klimawandel', [], 'Inflation')]","{'Klimawandel', 'Krieg'}","{'Klimawandel', 'Krieg'}","{('Klimawandel', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Klimawandel', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,346,"Differenzen im Ausland, Zusammenbruch der ampelregierung  - Kann ich garnicht genau beschreiben, da alles so schnell ging und man mit Neuigkeiten aus dem Ausland sowie dann auch aus dem Inland konfrontiert wurde  - inflation.","[('114553', [], '346695'), ('MDFDdpzzqc', [], '346695')]","[('Zusammenbruch der ampelregierung', [], 'inflation'), ('Ausland', [], 'inflation')]","[('Politisches Missmanagement', [], 'Inflation'), ('Geopolitik', [], 'Inflation')]","{'Politisches Missmanagement', 'Geopolitik'}","{'Politisches Missmanagement', 'Geopolitik'}","{('Politisches Missmanagement', (), 'Inflation'), ('Geopolitik', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Politisches Missmanagement', (), 'Inflation'), ('Geopolitik', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,352,"Krieg in Ukraine , Politik - Somit erhöht sich der Preis, wenn wäre da ist! - inflation.","[('421850', [], '977515'), ('385371', [], '977515')]","[('Krieg', [], 'inflation'), ('Politik', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Politisches Missmanagement', [], 'Inflation')]","{'Politisches Missmanagement', 'Krieg'}","{'Politisches Missmanagement', 'Krieg'}","{('Politisches Missmanagement', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Politisches Missmanagement', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,353,"Ukraine-Krieg, Spätfolgen von Corona - sie hängen nicht wirklich zusammen. sie sind voneinander unabhängig - inflation.","[('715435', [], '705173'), ('423584', [], '705173')]","[('Ukraine-Krieg', [], 'inflation'), ('Corona', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Pandemie', [], 'Inflation')]","{'Krieg', 'Pandemie'}","{'Krieg', 'Pandemie'}","{('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,357,"Ukraine-Krieg, Mitnahmeeffekt von Unternehmen - die Faktoren hängen vollständig zusammen - inflation.","[('971272', [], '9IySoGbs2U'), ('9IySoGbs2U', [], '385709'), ('971272', [], '385709')]","[('Ukraine-Krieg', [], 'Unternehmen'), ('Unternehmen', [], 'inflation'), ('Ukraine-Krieg', [], 'inflation')]","[('Krieg', [], 'Preistreiberei'), ('Preistreiberei', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Krieg', 'Preistreiberei'}","{'Krieg', 'Preistreiberei'}","{('Preistreiberei', (), 'Inflation'), ('Krieg', (), 'Preistreiberei'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Andere', (), 'Andere')}","{('Preistreiberei', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Andere', (), 'Andere')}"
20,358,"krieg - das ist schwer zu beschreiben, die beischaffung usw - inflation.","[('640650', [], '569419')]","[('krieg', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,359,"Strom, Krieg - keine Ahnung - inflation.","[('153076', [], '379527'), ('754862', [], '379527')]","[('Strom', [], 'inflation'), ('Krieg', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Krieg', 'Hohe Energiepreise'}","{'Krieg', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,362,"Der Krieg in Ukraine, Der Steigende Preiser bei Gas - Dass hat auch zu steigende Preiser gekommen. Das hat auch zu steigende Preiser gekommen. - inflation.","[('879052', [], '872946'), ('879052', [], '9kpqtyJbwr'), ('9kpqtyJbwr', [], '872946')]","[('Der Krieg in Ukraine', [], 'inflation'), ('Der Krieg in Ukraine', [], 'Gas'), ('Gas', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Krieg', [], 'Hohe Energiepreise'), ('Hohe Energiepreise', [], 'Inflation')]","{'Krieg', 'Hohe Energiepreise'}","{'Krieg', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,367,"(Post-)Covid, Ukraine-Krieg - ""Spannungen"" zwischen Russland und der restliche Welt führten zu steigenden Energiepreisen, Russland mit Strafzahlungen, Rubel verliert an Wert, erc - inflation.","[('556407', [], '580221'), ('299930', [], '888325'), ('888325', [], '580221')]","[('Covid', [], 'inflation'), ('Ukraine-Krieg', [], 'Energiepreisen'), ('Energiepreisen', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Krieg', [], 'Hohe Energiepreise'), ('Hohe Energiepreise', [], 'Inflation')]","{'Pandemie', 'Hohe Energiepreise'}","{'Krieg', 'Pandemie', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,369,"Energiekrise, Wirtschaft Einbruch - Die Faktoren wirkten zusammen und führten zu einer breiten und anhaltenden Inflation. - inflation.","[('R0TpLqGtsi', [], 'xwkRCZBdIP'), ('xwkRCZBdIP', [], 'R0TpLqGtsi'), ('R0TpLqGtsi', [], '578935'), ('xwkRCZBdIP', [], '578935')]","[('Energiekrise', [], 'Wirtschaft'), ('Wirtschaft', [], 'Energiekrise'), ('Energiekrise', [], 'Inflation'), ('Wirtschaft', [], 'Inflation')]","[('Hohe Energiepreise', [], 'Ökonomische Krise'), ('Ökonomische Krise', [], 'Hohe Energiepreise'), ('Hohe Energiepreise', [], 'Inflation'), ('Ökonomische Krise', [], 'Inflation')]","{'Hohe Energiepreise', 'Ökonomische Krise'}","{'Ökonomische Krise', 'Hohe Energiepreise'}","{('Ökonomische Krise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Ökonomische Krise'), ('Ökonomische Krise', (), 'Hohe Energiepreise')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Andere'), ('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation')}","{('Ökonomische Krise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Andere'), ('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation')}"
20,372,Energiekosten - Keine Ahnung  - inflation.,"[('471652', [], '380105')]","[('Energiekosten', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation')]",{'Hohe Energiepreise'},{'Hohe Energiepreise'},"{('Hohe Energiepreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}"
20,373,"corona , ukraine, weiß nicht  - das weiss ich nicht….interessiere mich nicht weiter dafür - inflation.","[('587957', [], '376091'), ('7dGrCzWNgB', [], '376091')]","[('corona', [], 'inflation'), ('ukraine', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Krieg', 'Pandemie'}","{'Krieg', 'Pandemie'}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,375,"corona, politik im land - Durch die Pandemie gab es engpässe und knappheit, was die preise erhöht hat. Dazu kamen noch die Fehlentscheidungen und ie schlechte Arbeit unserer Regierung, die alles noch verstärkt hat. - inflation.","[('553492', [], '461621'), ('553492', [], '145592'), ('461621', [], '166611'), ('145592', [], '166611'), ('517306', [], '108538')]","[('Pandemie', [], 'engpässe'), ('Pandemie', [], 'knappheit'), ('engpässe', [], 'preise'), ('knappheit', [], 'preise'), ('Fehlentscheidungen', [], 'inflation')]","[('Pandemie', [], 'Lieferkettenprobleme'), ('Pandemie', [], 'Angebot (Rest)'), ('Lieferkettenprobleme', [], 'Inflation'), ('Angebot (Rest)', [], 'Inflation'), ('Politisches Missmanagement', [], 'Inflation')]","{'Politisches Missmanagement', 'Angebot (Rest)', 'Lieferkettenprobleme'}","{'Politisches Missmanagement', 'Angebot (Rest)', 'Pandemie', 'Lieferkettenprobleme'}","{('Pandemie', (), 'Lieferkettenprobleme'), ('Lieferkettenprobleme', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Pandemie', (), 'Angebot (Rest)'), ('Politisches Missmanagement', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Lieferkettenprobleme', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,381,"Ukraine-Krieg - Ich denke, dass Krieg und politische Entscheidungen sehr viel dazu beitragen, dass Produkte für Endnutzer teurer werden. Sobald aufgrund von Kriegsgebiet die Lieferwege länger werden, steigen die Kosten - inflation.","[('265247', [], '271607'), ('DF5fEX4GCO', [], '271607'), ('265247', [], 'hI817PjEbp'), ('hI817PjEbp', [], '271607')]","[('Ukraine-Krieg', [], 'inflation'), ('politische Entscheidungen', [], 'inflation'), ('Ukraine-Krieg', [], 'Lieferwege'), ('Lieferwege', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Politisches Missmanagement', [], 'Inflation'), ('Krieg', [], 'Lieferkettenprobleme'), ('Lieferkettenprobleme', [], 'Inflation')]","{'Politisches Missmanagement', 'Krieg', 'Lieferkettenprobleme'}","{'Politisches Missmanagement', 'Krieg', 'Lieferkettenprobleme'}","{('Krieg', (), 'Lieferkettenprobleme'), ('Lieferkettenprobleme', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Lieferkettenprobleme', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,382,"Falsche Politik , Regierung  - Sehr viel. Unsere Regierung hat ja so eine scheiß Politik gemacht. Betrüger sind das. Korrupt ohne Ende  - inflation.","[('CQltePZcrA', [], '745051')]","[('Falsche Politik', [], 'inflation')]","[('Politisches Missmanagement', [], 'Inflation')]",{'Politisches Missmanagement'},{'Politisches Missmanagement'},"{('Politisches Missmanagement', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Politisches Missmanagement', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,384,"Gescheiterte Politik , Zu hohe steuern - Die aktuelle Politik in Deutschland hat momentan leider total versagt. - inflation.","[('756870', [], '664746'), ('568098', [], '664746')]","[('steuern', [], 'inflation'), ('Politik', [], 'inflation')]","[('Steuererhöhungen', [], 'Inflation'), ('Politisches Missmanagement', [], 'Inflation')]","{'Politisches Missmanagement', 'Steuererhöhungen'}","{'Politisches Missmanagement', 'Steuererhöhungen'}","{('Politisches Missmanagement', (), 'Inflation'), ('Steuererhöhungen', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Politisches Missmanagement', (), 'Inflation'), ('Steuererhöhungen', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,387,"Energie , Krieg - Krieg zwischen Ukraine und Russland  - inflation.","[('u4-Es-Pu3E', [], '284577'), ('285213', [], '284577')]","[('Energie', [], 'inflation'), ('Krieg', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Krieg', 'Hohe Energiepreise'}","{'Krieg', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,388,"Rohstoffe werden teurer, Angebot & Nachfrage - Die Menschen kaufen Lebensmittel auch trotz Preiserhöhungen. Sie erlauben sich den Luxus und sparen lieber woanders. Außerdem betrifft dies auch Grundnahrungsmittel. - inflation.","[('22Po6Oy_bs', [], '477643'), ('ZZST97ZtfE', [], '477643'), ('357654', [], '477643'), ('345079', [], '477643')]","[('Rohstoffe', [], 'inflation'), ('Grundnahrungsmittel', [], 'inflation'), ('Angebot', [], 'inflation'), ('Nachfrage', [], 'inflation')]","[('Angebot (Rest)', [], 'Inflation'), ('Lebensmittelpreise', [], 'Inflation'), ('Angebot (Rest)', [], 'Inflation'), ('Nachfrage (Rest)', [], 'Inflation')]","{'Lebensmittelpreise', 'Angebot (Rest)', 'Nachfrage (Rest)'}","{'Lebensmittelpreise', 'Angebot (Rest)', 'Nachfrage (Rest)'}","{('Lebensmittelpreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation')}","{('Angebot', (), 'Inflation'), ('Nachfrage', (), 'Inflation')}","{('Lebensmittelpreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation')}","{('Angebot', (), 'Inflation'), ('Nachfrage', (), 'Inflation')}"
20,389,"Ukrainekrieg, Syrien, China, Nordkorea, Iran - Es geht um Machtherrschaft
Ölpreise Gas - inflation.","[('932761', [], '702528'), ('703695', [], '702528'), ('9ByUb40C0r', [], '702528')]","[('Ukrainekrieg', [], 'inflation'), ('Ölpreise', [], 'inflation'), ('Machtherrschaft', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Hohe Energiepreise', [], 'Inflation'), ('Geopolitik', [], 'Inflation')]","{'Geopolitik', 'Krieg', 'Hohe Energiepreise'}","{'Geopolitik', 'Krieg', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,390,"Krieg , Asyl  - Krieg slkes eindeutig teurer  - inflation.","[('218786', [], '605607'), ('x5UcTACbTM', [], '605607')]","[('Krieg', [], 'inflation'), ('Asyl', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Migration', [], 'Inflation')]","{'Migration', 'Krieg'}","{'Migration', 'Krieg'}","{('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,392,"Energie, Rohstoffe - Hier hängt alles zusammen - inflation.","[('WEgjj8-TZB', [], '6-DDI8kM03'), ('6-DDI8kM03', [], 'WEgjj8-TZB'), ('WEgjj8-TZB', [], '206417'), ('6-DDI8kM03', [], '206417')]","[('Energie', [], 'Rohstoffe'), ('Rohstoffe', [], 'Energie'), ('Energie', [], 'inflation'), ('Rohstoffe', [], 'inflation')]","[('Hohe Energiepreise', [], 'Angebot (Rest)'), ('Angebot (Rest)', [], 'Hohe Energiepreise'), ('Hohe Energiepreise', [], 'Inflation'), ('Angebot (Rest)', [], 'Inflation')]","{'Angebot (Rest)', 'Hohe Energiepreise'}","{'Angebot (Rest)', 'Hohe Energiepreise'}","{('Angebot (Rest)', (), 'Hohe Energiepreise'), ('Hohe Energiepreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Angebot (Rest)'), ('Angebot (Rest)', (), 'Inflation')}","{('Angebot', (), 'Inflation'), ('Angebot', (), 'Angebot')}","{('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}","{('Angebot', (), 'Inflation'), ('Angebot', (), 'Angebot')}"
20,393,"Ukraine Krieg, Corona, Klima Veränderungen - Ich habe keine Ahnung von Politik oder Ökonomie.  - inflation.","[('782710', [], '631891'), ('493332', [], '631891'), ('960712', [], '631891')]","[('Ukraine Krieg', [], 'inflation'), ('Corona', [], 'inflation'), ('Klima Veränderungen', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Pandemie', [], 'Inflation'), ('Klimawandel', [], 'Inflation')]","{'Klimawandel', 'Krieg', 'Pandemie'}","{'Klimawandel', 'Krieg', 'Pandemie'}","{('Klimawandel', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Klimawandel', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,394,Krieg - Kann ich nicht beschreiben  - inflation.,"[('789978', [], '968207')]","[('Krieg', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,400,wirtschaft  - durch die schwankende konjunktur  - inflation.,"[('2sAnmNXSI2', [], '912568')]","[('konjunktur', [], 'inflation')]","[('Ökonomische Krise', [], 'Inflation')]",{'Ökonomische Krise'},{'Ökonomische Krise'},"{('Ökonomische Krise', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Ökonomische Krise', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,405,"russia war, covid - They are not that related I think. They are individual topics. Covid was spread in each country and the war has mainly affected west I think. - inflation.","[('227340', [], '185685'), ('230880', [], '185685')]","[('war', [], 'inflation'), ('covid', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Pandemie', [], 'Inflation')]","{'Krieg', 'Pandemie'}","{'Krieg', 'Pandemie'}","{('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,406,"Krieg, Klimawandel - In dem die rücklagen für den Euro weniger Wert sind als die Menge an Geld die existiert  - inflation.","[('922122', [], '939663'), ('914580', [], '939663')]","[('Krieg', [], 'inflation'), ('Klimawandel', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Klimawandel', [], 'Inflation')]","{'Klimawandel', 'Krieg'}","{'Klimawandel', 'Krieg'}","{('Klimawandel', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Klimawandel', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,410,"Energiekosten , Lebensmittel  - Energy kosten Steigerung machen automatisch Produktion der Wahren teurer, was genau den Preis beantrechtigt - inflation.","[('6v-OMMs_8L', [], '92PX2cWePK'), ('uc7pWgSOgS', [], '700868'), ('92PX2cWePK', [], '700868')]","[('Energiekosten', [], 'Wahren'), ('Lebensmittel', [], 'inflation'), ('Wahren', [], 'inflation')]","[('Hohe Energiepreise', [], 'Angebot (Rest)'), ('Lebensmittelpreise', [], 'Inflation'), ('Angebot (Rest)', [], 'Inflation')]","{'Lebensmittelpreise', 'Angebot (Rest)'}","{'Angebot (Rest)', 'Lebensmittelpreise', 'Hohe Energiepreise'}","{('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Angebot (Rest)'), ('Angebot (Rest)', (), 'Inflation')}","{('Angebot', (), 'Inflation'), ('Angebot', (), 'Angebot')}","{('Lebensmittelpreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}","{('Angebot', (), 'Inflation'), ('Angebot', (), 'Angebot')}"
20,412,"Corona, Krieg - Sind zwei unterschiedliche Punkte - inflation.","[('795136', [], '691990'), ('832806', [], '691990')]","[('Corona', [], 'inflation'), ('Krieg', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Krieg', 'Pandemie'}","{'Krieg', 'Pandemie'}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,414,Teurere Import Preise  - Ich weiß es nicht ich kenne mich bei dem Thema nicht aus  - inflation.,"[('752444', [], '249277')]","[('Preise', [], 'inflation')]","[('Zölle', [], 'Inflation')]",{'Zölle'},{'Zölle'},"{('Zölle', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Zölle', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,416,"Corona, Erhöhung Ölpreis - gar nicht - inflation.","[('529004', [], '373474'), ('213511', [], '373474')]","[('Corona', [], 'inflation'), ('Ölpreis', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Hohe Energiepreise', [], 'Inflation')]","{'Pandemie', 'Hohe Energiepreise'}","{'Pandemie', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,421,"Krieg  in der Ukraine, Folgen der Corona Pandemie, Unfähige deutsche Regierung - Dann kam der Krieg und die Fehlentscheidung der Grünen, die uns durch die Sanktionen gegen Russland das günstige Gas nahmen, so dass nochmal stark die Preise anstiegen. - inflation.","[('581528', [], 'LUhABrebqN'), ('LUhABrebqN', [], 'ny2U82PnL7'), ('ny2U82PnL7', [], 'PPcbN4mc7d'), ('PPcbN4mc7d', [], '808529'), ('676202', [], '950995')]","[('Krieg', [], 'Grünen'), ('Grünen', [], 'Sanktionen'), ('Sanktionen', [], 'günstige'), ('günstige', [], 'Preise'), ('Corona Pandemie', [], 'inflation')]","[('Krieg', [], 'Politisches Missmanagement'), ('Politisches Missmanagement', [], 'Geopolitik'), ('Geopolitik', [], 'Hohe Energiepreise'), ('Hohe Energiepreise', [], 'Inflation'), ('Pandemie', [], 'Inflation')]","{'Pandemie', 'Hohe Energiepreise'}","{'Krieg', 'Pandemie', 'Politisches Missmanagement', 'Geopolitik', 'Hohe Energiepreise'}","{('Geopolitik', (), 'Hohe Energiepreise'), ('Politisches Missmanagement', (), 'Geopolitik'), ('Krieg', (), 'Politisches Missmanagement'), ('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation'), ('Andere', (), 'Andere')}","{('Hohe Energiepreise', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation'), ('Andere', (), 'Andere')}"
20,426,"Lebenserhaltungskosten, Lebensmittelkosten - Sie hängen stark miteinander zusammen. - inflation.","[('Lb5vEf_BVl', [], '672441')]","[('Lebensmittelkosten', [], 'inflation')]","[('Lebensmittelpreise', [], 'Inflation')]",{'Lebensmittelpreise'},{'Lebensmittelpreise'},"{('Lebensmittelpreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}","{('Lebensmittelpreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}"
20,431,Krieg - Krieg - inflation.,"[('648303', [], '703982')]","[('Krieg', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
