annotator,item_id,text,feature_six,agreed_feature_six
20,249,"Rohstoffpreise, Verknappung - Die Rohstoffpreise sind gestiegen. Wichtige Rohstoffe standen weniger zur Verfügung.
Das treibt den Preis weiter. - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
21,249,"Rohstoffpreise, Verknappung - Die Rohstoffpreise sind gestiegen. Wichtige Rohstoffe standen weniger zur Verfügung.
Das treibt den Preis weiter. - inflation.","{('Inflation', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,250,Krieg  - Das weiß ich nicht - inflation.,"{('Krieg', (), 'Inflation')}",
21,250,Krieg  - Das weiß ich nicht - inflation.,"{('Krieg', (), 'Inflation')}",
20,251,krieg - weiss nicht - inflation.,"{('Krieg', (), 'Inflation')}",
21,251,krieg - weiss nicht - inflation.,"{('Krieg', (), 'Inflation')}",
20,252,"Anstieg der Lebensmittelkosten , Anstieg der Stromkosten - Ukraine und Russland  - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,252,"Anstieg der Lebensmittelkosten , Anstieg der Stromkosten - Ukraine und Russland  - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,253,"Unsere Regierung , Kriege, Coronanachwirkungen, Geldgier der Reichen  - Unfähige Regierung versucht verzweifelt mit den Geldmitteln (welche nicht vorhanden sind) zu haushalten. Steuern werden auf sinnlos ideologischgeprägte Projekte erhoben und oder Urgeschichte und die Produktion und Handel geben diese Kosten inform von Preiserhöhung an den Kunden weiter. - inflation.","{('Hohe Staatsschulden', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,253,"Unsere Regierung , Kriege, Coronanachwirkungen, Geldgier der Reichen  - Unfähige Regierung versucht verzweifelt mit den Geldmitteln (welche nicht vorhanden sind) zu haushalten. Steuern werden auf sinnlos ideologischgeprägte Projekte erhoben und oder Urgeschichte und die Produktion und Handel geben diese Kosten inform von Preiserhöhung an den Kunden weiter. - inflation.","{('Steuererhöhungen', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')}",
20,254,Krieg - Der Krieg in der Ukraine wird dazu genutzt um die Inflation steigen zulassen. Die Bevölkerung bzw. ein Großerteil davon glaub es auch noch. - inflation.,"{('Krieg', (), 'Inflation')}",
21,254,Krieg - Der Krieg in der Ukraine wird dazu genutzt um die Inflation steigen zulassen. Die Bevölkerung bzw. ein Großerteil davon glaub es auch noch. - inflation.,"{('Krieg', (), 'Inflation')}",
20,257,"Corona Virus, Ukraine Krieg - Die Menschen horten ihr Geld lieber auf Konten und bringen es nicht in Umlauf - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation')}",
21,257,"Corona Virus, Ukraine Krieg - Die Menschen horten ihr Geld lieber auf Konten und bringen es nicht in Umlauf - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation')}",
20,258,"Inflation, Ukrainekrieg - Durch den Ukraienekrieg kriegten wir kein Weizen mehr von Russland Fund die Inflation stieg - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
21,258,"Inflation, Ukrainekrieg - Durch den Ukraienekrieg kriegten wir kein Weizen mehr von Russland Fund die Inflation stieg - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Inflation', (), 'Inflation')}",
20,260,"Unfähige Politiker, Europas Machtstreben, Nazis & Faschisten - Nazis und Faschisten haben immer mehr Einfluss auf die Politik in Europa und die Unfähigkeit der Politik ist einer der Hauptgründe dafür.  - inflation.","{('Politisches Missmanagement', (), 'Inflation')}",
21,260,"Unfähige Politiker, Europas Machtstreben, Nazis & Faschisten - Nazis und Faschisten haben immer mehr Einfluss auf die Politik in Europa und die Unfähigkeit der Politik ist einer der Hauptgründe dafür.  - inflation.","{('Politisches Missmanagement', (), 'Inflation')}",
20,262,"Krieg Ukraine, Künstlich durch Lebensmittelgroßhändler - sind nicht trennbar - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
21,262,"Krieg Ukraine, Künstlich durch Lebensmittelgroßhändler - sind nicht trennbar - inflation.","{('Krieg', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,263,"steigende Rohstoffpreise, Kriege, Missernten - Durch Missernten sind die Produkte nicht ausreichend verfügbar und die preise steigen
Durch Kriege werden die Produkte aus den betroffenen Ländern nicht mehr geliefert - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,263,"steigende Rohstoffpreise, Kriege, Missernten - Durch Missernten sind die Produkte nicht ausreichend verfügbar und die preise steigen
Durch Kriege werden die Produkte aus den betroffenen Ländern nicht mehr geliefert - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,265,"Weniger eigen produkte ins ausland verkauft, Weniger produkte im inland verkauft - Alles began mit der corona krise - inflation.","{('Pandemie', (), 'Inflation')}",
21,265,"Weniger eigen produkte ins ausland verkauft, Weniger produkte im inland verkauft - Alles began mit der corona krise - inflation.","{('Nachfrage (Rest)', (), 'Inflation')}",
20,266,"Ukraine , Politik  - Es gäbe ja durch den Ukraine Krieg weniger Getreide, außerdem durch den Klimawandel. - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,266,"Ukraine , Politik  - Es gäbe ja durch den Ukraine Krieg weniger Getreide, außerdem durch den Klimawandel. - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,270,"Energiepreise, Nahrungsmittelpreise, Lohnsteigerungen - Durch die höheren Energiepreise wurde die Produktion teurer - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,270,"Energiepreise, Nahrungsmittelpreise, Lohnsteigerungen - Durch die höheren Energiepreise wurde die Produktion teurer - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,272,"Nah-Ost Konflikt, Regierung - Schlechte wirtschaftliche Situation wirkt sich negativ auf die Reaktion des Krieges aus - inflation.","{('Krieg', (), 'Inflation')}",
21,272,"Nah-Ost Konflikt, Regierung - Schlechte wirtschaftliche Situation wirkt sich negativ auf die Reaktion des Krieges aus - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,274,"Angebotsknappheit - Keine Lieferung der Handelsware durch krieg.
Keine Lieferung des Öls.
Aufstieg aus de EU - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
21,274,"Angebotsknappheit - Keine Lieferung der Handelsware durch krieg.
Keine Lieferung des Öls.
Aufstieg aus de EU - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,275,politik - weiß ich nicht genau - inflation.,"{('Geldpolitik', (), 'Inflation')}",
21,275,politik - weiß ich nicht genau - inflation.,"{('Politisches Missmanagement', (), 'Inflation')}",
20,277,"Krieg, Wirtschaft - Durch den Krieg ist die Wirtschaft geschwächt. Dadurch wird vieles teurer. - inflation.","{('Ökonomische Krise', (), 'Inflation')}",
21,277,"Krieg, Wirtschaft - Durch den Krieg ist die Wirtschaft geschwächt. Dadurch wird vieles teurer. - inflation.","{('Ökonomische Krise', (), 'Inflation')}",
20,278,"Die Regierung, Der Kanzler , Die Parteien - Keine Ahnung und interessiert mich auch nicht. Ich kann es sowieso nicht ändern - inflation.","{('Politisches Missmanagement', (), 'Inflation')}",
21,278,"Die Regierung, Der Kanzler , Die Parteien - Keine Ahnung und interessiert mich auch nicht. Ich kann es sowieso nicht ändern - inflation.","{('Politisches Missmanagement', (), 'Inflation')}",
20,280,Russia und Ukrainisch  - Wess nicht - inflation.,"{('Krieg', (), 'Inflation')}",
21,280,Russia und Ukrainisch  - Wess nicht - inflation.,"{('Krieg', (), 'Inflation')}",
20,283,"Ukraine Krieg , Lohnsteigerungen - Keine Ahnung  - inflation.","{('Krieg', (), 'Inflation'), ('Löhne', (), 'Inflation')}",
21,283,"Ukraine Krieg , Lohnsteigerungen - Keine Ahnung  - inflation.","{('Krieg', (), 'Inflation'), ('Löhne', (), 'Inflation')}",
20,284,"Hohe rechnungen, Alles doppelt gestiegen - Globale Preis steigerung - inflation.","{('Inflation', (), 'Inflation')}",
21,284,"Hohe rechnungen, Alles doppelt gestiegen - Globale Preis steigerung - inflation.","{('Inflation', (), 'Inflation')}",
20,286,"Energiekosten , Krieg, Lieferkette  - Dich den YYKrieg  hat sich der Preis für Benzin und Gas Verteuert, da diese waren nicht mehr preiswert über Russland bezogen werden. - inflation.","{('Hohe Energiepreise', (), 'Inflation')}",
21,286,"Energiekosten , Krieg, Lieferkette  - Dich den YYKrieg  hat sich der Preis für Benzin und Gas Verteuert, da diese waren nicht mehr preiswert über Russland bezogen werden. - inflation.","{('Lieferkettenprobleme', (), 'Inflation')}",
20,287,"Energiepreise, Dienstleistungen - Da die Energiepreise und Dienstleistungen erhöht wurden, schlägt sich das beim Kunden nieder. - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,287,"Energiepreise, Dienstleistungen - Da die Energiepreise und Dienstleistungen erhöht wurden, schlägt sich das beim Kunden nieder. - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Inflation', (), 'Inflation')}",
20,288,"unsere unfähige Regierung, Krieg - kann ich nicht beurteilen - inflation.","{('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,288,"unsere unfähige Regierung, Krieg - kann ich nicht beurteilen - inflation.","{('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,289,"Politik, Steuererhöhung  - Liegt alles an der Regierung - inflation.","{('Inflation', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')}",
21,289,"Politik, Steuererhöhung  - Liegt alles an der Regierung - inflation.","{('Steuererhöhungen', (), 'Inflation')}",
20,290,"rohstoffe, strom, ukraine krieg, energieumstellung, migration - die faktoren sind alle zusammenhängend - inflation.","{('Migration', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,290,"rohstoffe, strom, ukraine krieg, energieumstellung, migration - die faktoren sind alle zusammenhängend - inflation.","{('Migration', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,291,"ukraine-krieg, politik der ampelregierung - sie hängen sehr stark zusammen, das lässt sich nicht trennen - inflation.","{('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,291,"ukraine-krieg, politik der ampelregierung - sie hängen sehr stark zusammen, das lässt sich nicht trennen - inflation.","{('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,292,"Die Strompreise, der Ukrainekrieg - Krisen wie Corona lassen die Preise ebenfalls explodieren. . Wenn die Herstellungskosten steigen, steigen die Preise. Wenn mehr in die Umwelt investiert werden muss, weil die Politik komische Gesetze beschließt, steigen die Preise. Krisen wie Corona lassen die Preise ebenfalls explodieren. . - inflation.","{('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Staatsausgaben', (), 'Inflation')}",
21,292,"Die Strompreise, der Ukrainekrieg - Krisen wie Corona lassen die Preise ebenfalls explodieren. . Wenn die Herstellungskosten steigen, steigen die Preise. Wenn mehr in die Umwelt investiert werden muss, weil die Politik komische Gesetze beschließt, steigen die Preise. Krisen wie Corona lassen die Preise ebenfalls explodieren. . - inflation.","{('Klimawandel', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,293,"Kriege , Gas, Strom, Öl - Wirtschaftliche Entwicklung  - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,293,"Kriege , Gas, Strom, Öl - Wirtschaftliche Entwicklung  - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,294,"Die vielen Kriege in der Welt, Lieferschwierigkeiten , Corona , Ölpreise sind gestiegen , allgemeine schlechte wirtschaftliche Lage  - Durch die Kriege ist es zu einer Rohstoff Knappheit und Lieferschwierigkeiten gekommen dadurch stiegen die Preise. - inflation.","{('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Lieferkettenprobleme', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,294,"Die vielen Kriege in der Welt, Lieferschwierigkeiten , Corona , Ölpreise sind gestiegen , allgemeine schlechte wirtschaftliche Lage  - Durch die Kriege ist es zu einer Rohstoff Knappheit und Lieferschwierigkeiten gekommen dadurch stiegen die Preise. - inflation.","{('Pandemie', (), 'Inflation'), ('Geopolitik', (), 'Inflation'), ('Lieferkettenprobleme', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,295,"Klimawandel , Kriege - Menschen wollen mehr macht - inflation.","{('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation')}",
21,295,"Klimawandel , Kriege - Menschen wollen mehr macht - inflation.","{('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation')}",
20,296,der ukrainekrieg - wir haben kein billiges erdgas aus russland mehr bekommen- die heizkosten gingen hoch - inflation.,"{('Hohe Energiepreise', (), 'Inflation')}",
21,296,der ukrainekrieg - wir haben kein billiges erdgas aus russland mehr bekommen- die heizkosten gingen hoch - inflation.,"{('Hohe Energiepreise', (), 'Inflation')}",
20,297,"Krieg, Energie wurde erheblich teurer, Anstieg Lebensmittelpreise weit über dem durchschnittlichen Anstieg der Lebenshaltungskosten - Ursachen: durch Krieg Russlands gegen Ukraine und dadurch bedingten Boykott gegen Russland. Ausfall preiswerter Energie. ""Übergewinne"" für die Energiewirtschaft und Waffenherstelle.  - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
21,297,"Krieg, Energie wurde erheblich teurer, Anstieg Lebensmittelpreise weit über dem durchschnittlichen Anstieg der Lebenshaltungskosten - Ursachen: durch Krieg Russlands gegen Ukraine und dadurch bedingten Boykott gegen Russland. Ausfall preiswerter Energie. ""Übergewinne"" für die Energiewirtschaft und Waffenherstelle.  - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
20,298,"Energiekosten, Krieg - Verknappung der Produktion - inflation.","{('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,298,"Energiekosten, Krieg - Verknappung der Produktion - inflation.","{('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,299,"Ölpreis , Strompreis , Klimawandel , Steuer , Arbeitskosten  - Wegen Einstieg von Rohstoffe Preisen sind automatisch die Kosten bei allen Anbietern gestiegen  - inflation.","{('Klimawandel', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Steuererhöhungen', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,299,"Ölpreis , Strompreis , Klimawandel , Steuer , Arbeitskosten  - Wegen Einstieg von Rohstoffe Preisen sind automatisch die Kosten bei allen Anbietern gestiegen  - inflation.","{('Klimawandel', (), 'Inflation'), ('Steuererhöhungen', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Inflation', (), 'Inflation')}",
20,300,Krieg Ukraine  - Öl etc kann durch Sanktionen nicht mehr so einfach nach Deutschland  - inflation.,*,
21,300,Krieg Ukraine  - Öl etc kann durch Sanktionen nicht mehr so einfach nach Deutschland  - inflation.,"{('Lieferkettenprobleme', (), 'Inflation')}",
20,301,Energiepreise  - Kann ich nicht sagen  - inflation.,"{('Hohe Energiepreise', (), 'Inflation')}",
21,301,Energiepreise  - Kann ich nicht sagen  - inflation.,"{('Hohe Energiepreise', (), 'Inflation')}",
20,302,"Wirtschaft , Kriege - Weiterhin will man nachhaltiger handeln, was auf Kosten der Wirtschaft geht . Ich denke, durch den Krieg können einige Güter nicht mehr geliefert werden. Deshalb müssen die Güter aus anderen Ländern bezogen werden. Das wiederum verteuert alles. Weiterhin will man nachhaltiger handeln, was auf Kosten der Wirtschaft geht . Weiterhin will man nachhaltiger handeln, was auf Kosten der Wirtschaft geht . - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Klimawandel', (), 'Inflation')}",
21,302,"Wirtschaft , Kriege - Weiterhin will man nachhaltiger handeln, was auf Kosten der Wirtschaft geht . Ich denke, durch den Krieg können einige Güter nicht mehr geliefert werden. Deshalb müssen die Güter aus anderen Ländern bezogen werden. Das wiederum verteuert alles. Weiterhin will man nachhaltiger handeln, was auf Kosten der Wirtschaft geht . Weiterhin will man nachhaltiger handeln, was auf Kosten der Wirtschaft geht . - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,303,"Ukraine Krieg , Importstopp von Erdöl aus Russland  - Sehr eng. Sanktionen gegen Russland wegen des Krieges  - inflation.","{('Geopolitik', (), 'Inflation')}",
21,303,"Ukraine Krieg , Importstopp von Erdöl aus Russland  - Sehr eng. Sanktionen gegen Russland wegen des Krieges  - inflation.","{('Lieferkettenprobleme', (), 'Inflation')}",
20,304,"Krieg, Corona - Es folgte Krise auf Krise - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
21,304,"Krieg, Corona - Es folgte Krise auf Krise - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
20,306,"Corona Pandemie , Steigender Mindestlohn - Weniger Arbeitsplätze - inflation.","{('Pandemie', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,306,"Corona Pandemie , Steigender Mindestlohn - Weniger Arbeitsplätze - inflation.","{('Pandemie', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,307,"Ukrainekrieg, Corona - Schlechte Absatzmöglichkeiten für Waren. - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation')}",
21,307,"Ukrainekrieg, Corona - Schlechte Absatzmöglichkeiten für Waren. - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation')}",
20,308,Ukrainekonflikt - Weniger Lieferungen. - inflation.,"{('Angebot (Rest)', (), 'Inflation')}",
21,308,Ukrainekonflikt - Weniger Lieferungen. - inflation.,"{('Lieferkettenprobleme', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
20,309,Politische Fehlentscheidungen - So das die derzeitige Regierung keine Ahnung hat von dem was sie tut. Dazu noch Ideologien zu verwirklichen die mit der Realität überhaupt nichts zu tun haben. - inflation.,"{('Politisches Missmanagement', (), 'Inflation')}",
21,309,Politische Fehlentscheidungen - So das die derzeitige Regierung keine Ahnung hat von dem was sie tut. Dazu noch Ideologien zu verwirklichen die mit der Realität überhaupt nichts zu tun haben. - inflation.,"{('Politisches Missmanagement', (), 'Inflation')}",
20,311,"Rohstoffmangel, Zinserhöhung der Zentralbank - Durch den Rohstoffmangel wird das Warenangebot kleiner. Dies führt bei gleicher Nachfrage zu höheren Preisen. Durch die Erhöhung der Zinsen, werden z.B. Kredite teurer. - inflation.","{('Geldpolitik', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,311,"Rohstoffmangel, Zinserhöhung der Zentralbank - Durch den Rohstoffmangel wird das Warenangebot kleiner. Dies führt bei gleicher Nachfrage zu höheren Preisen. Durch die Erhöhung der Zinsen, werden z.B. Kredite teurer. - inflation.","{('Angebot (Rest)', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')}",
20,312,"Corona, Ukraine-Krieg, Ausnutzung der Situation durch Marktteilnehmer der Situation - Durch zurück gehende Gaslieferungen erhöhte Energiekosten in Deutschland. Bspw. hat die lbranche in den Zeiten angeblich höherer Beschaffungskosten die höchsten Gewinne seit Menschengedenken eingefahren. - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
21,312,"Corona, Ukraine-Krieg, Ausnutzung der Situation durch Marktteilnehmer der Situation - Durch zurück gehende Gaslieferungen erhöhte Energiekosten in Deutschland. Bspw. hat die lbranche in den Zeiten angeblich höherer Beschaffungskosten die höchsten Gewinne seit Menschengedenken eingefahren. - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
20,313,"Krieg, Corona, Politische Lage - Das ist berechtigt, Preise steigen ohne Ende.  - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
21,313,"Krieg, Corona, Politische Lage - Das ist berechtigt, Preise steigen ohne Ende.  - inflation.","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,314,"Rohstoffe, Krieg, Energie, Lohnsteigerungen, Umlagen - Gestiegene Kosten für Energie hängen mit dem Ukrainekrieg zusammen. Verbunden sind damit sämtliche andere Erhöhungen von Kosten. - inflation.","{('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,314,"Rohstoffe, Krieg, Energie, Lohnsteigerungen, Umlagen - Gestiegene Kosten für Energie hängen mit dem Ukrainekrieg zusammen. Verbunden sind damit sämtliche andere Erhöhungen von Kosten. - inflation.","{('Steuererhöhungen', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,316,"Ukrainekrieg, Wirtschaftssanktionen , Bürokratie und Auflagen der EU, Nicht durchdachte Konzepte der grünen Politiker - Und das um jeden Preis. Teure Vorschriften der EU gegenüber der Landwirtschaft, überteuerte Preise bei Gas und Strom, da man Konzepte nicht gründlich durchdenkt und mit dem Kopf durch die Wand will und das um jeden Preis. - inflation.","{('Krieg', (), 'Inflation'), ('Zölle', (), 'Inflation'), ('Inflation', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,316,"Ukrainekrieg, Wirtschaftssanktionen , Bürokratie und Auflagen der EU, Nicht durchdachte Konzepte der grünen Politiker - Und das um jeden Preis. Teure Vorschriften der EU gegenüber der Landwirtschaft, überteuerte Preise bei Gas und Strom, da man Konzepte nicht gründlich durchdenkt und mit dem Kopf durch die Wand will und das um jeden Preis. - inflation.","{('Politisches Missmanagement', (), 'Inflation'), ('Steuererhöhungen', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation')}",
20,317,"falsche Entscheidungen der Regierung - Die Regierung hat die Deindustralisierung Deutschlands zum Ziel. Und die meisten Wähler geben denen ihre Stimme. Einstein: ""Das Weltall usw. "" - inflation.","{('Politisches Missmanagement', (), 'Inflation')}",
21,317,"falsche Entscheidungen der Regierung - Die Regierung hat die Deindustralisierung Deutschlands zum Ziel. Und die meisten Wähler geben denen ihre Stimme. Einstein: ""Das Weltall usw. "" - inflation.","{('Ökonomische Krise', (), 'Inflation')}",
20,318,desaströse ideologiegetriebene Politik - sehr eng - inflation.,"{('Politisches Missmanagement', (), 'Inflation')}",
21,318,desaströse ideologiegetriebene Politik - sehr eng - inflation.,"{('Politisches Missmanagement', (), 'Inflation')}",
20,319,"Höhe Energie preise, Steuer - Zu hohe Energiekosten verursachen hohe Produktionskosten. Somit wird alles teurer. Steigende löhne tun ihr übriges dazu. Ein teufelskreislauf - inflation.","{('Löhne', (), 'Inflation')}",
21,319,"Höhe Energie preise, Steuer - Zu hohe Energiekosten verursachen hohe Produktionskosten. Somit wird alles teurer. Steigende löhne tun ihr übriges dazu. Ein teufelskreislauf - inflation.","{('Steuererhöhungen', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,320,"Kriege, Politik, Wirtschaft - Die Kriege sind schuld - inflation.","{('Krieg', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')}",
21,320,"Kriege, Politik, Wirtschaft - Die Kriege sind schuld - inflation.","{('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,321,"Steigende Nachfrage: Die Verbraucher haben ihr persönliches Konsumverhalten im Hinblick mit den damaligen Lockerungen der Corona-Restriktionen geändert und in diesem Kontext aufgestaute Anschaffungen von Waren und Gütern oder auch Unternehmungen entsprechend nachgeholt., Geringeres Angebot: Gleichzeitig trifft die steigende Nachfrage auf ein geringeres Angebot, welches infolge der globalen Coronavirus-Krise und den damit verbundenen Lieferkettenproblemen reduziert wurde. Vor diesem Hintergrund stiegen auch die Produktionskosten von Waren und Güter der Unternehmen, welche in der Regel an die Verbraucher weitergegeben werden. - Unterschieden wird in diesem Fall auch zwischen einer im Fachjargon sogenannten Nachfrage- und Angebotsinflation. - inflation.","{('Aufgestaute Nachfrage', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,321,"Steigende Nachfrage: Die Verbraucher haben ihr persönliches Konsumverhalten im Hinblick mit den damaligen Lockerungen der Corona-Restriktionen geändert und in diesem Kontext aufgestaute Anschaffungen von Waren und Gütern oder auch Unternehmungen entsprechend nachgeholt., Geringeres Angebot: Gleichzeitig trifft die steigende Nachfrage auf ein geringeres Angebot, welches infolge der globalen Coronavirus-Krise und den damit verbundenen Lieferkettenproblemen reduziert wurde. Vor diesem Hintergrund stiegen auch die Produktionskosten von Waren und Güter der Unternehmen, welche in der Regel an die Verbraucher weitergegeben werden. - Unterschieden wird in diesem Fall auch zwischen einer im Fachjargon sogenannten Nachfrage- und Angebotsinflation. - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Aufgestaute Nachfrage', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,322,"Wirtschaftskrise , Erhöhte Strompreise - Dieses bekommen wir dann als Endverbraucher zu spüren und kaufen weniger bzw.geben weniger Geld aus. - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,322,"Wirtschaftskrise , Erhöhte Strompreise - Dieses bekommen wir dann als Endverbraucher zu spüren und kaufen weniger bzw.geben weniger Geld aus. - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
