annotator,item_id,text,triples,triples_surface_form,triples_label_form,feature_one,feature_two,feature_four,feature_five,feature_six,feature_seven
20,372,Energiekosten - Keine Ahnung  - inflation.,"[('471652', [], '380105')]","[('Energiekosten', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation')]",{'Hohe Energiepreise'},{'Hohe Energiepreise'},"{('Hohe Energiepreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}"
20,373,"corona , ukraine, weiß nicht  - das weiss ich nicht….interessiere mich nicht weiter dafür - inflation.","[('587957', [], '376091'), ('7dGrCzWNgB', [], '376091')]","[('corona', [], 'inflation'), ('ukraine', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Krieg', 'Pandemie'}","{'Krieg', 'Pandemie'}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,381,"Ukraine-Krieg - Ich denke, dass Krieg und politische Entscheidungen sehr viel dazu beitragen, dass Produkte für Endnutzer teurer werden. Sobald aufgrund von Kriegsgebiet die Lieferwege länger werden, steigen die Kosten - inflation.","[('265247', [], '271607'), ('DF5fEX4GCO', [], '271607'), ('265247', [], 'hI817PjEbp'), ('hI817PjEbp', [], '271607')]","[('Ukraine-Krieg', [], 'inflation'), ('politische Entscheidungen', [], 'inflation'), ('Ukraine-Krieg', [], 'Lieferwege'), ('Lieferwege', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Politisches Missmanagement', [], 'Inflation'), ('Krieg', [], 'Lieferkettenprobleme'), ('Lieferkettenprobleme', [], 'Inflation')]","{'Politisches Missmanagement', 'Krieg', 'Lieferkettenprobleme'}","{'Politisches Missmanagement', 'Krieg', 'Lieferkettenprobleme'}","{('Krieg', (), 'Lieferkettenprobleme'), ('Lieferkettenprobleme', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Lieferkettenprobleme', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,382,"Falsche Politik , Regierung  - Sehr viel. Unsere Regierung hat ja so eine scheiß Politik gemacht. Betrüger sind das. Korrupt ohne Ende  - inflation.","[('CQltePZcrA', [], '745051')]","[('Falsche Politik', [], 'inflation')]","[('Politisches Missmanagement', [], 'Inflation')]",{'Politisches Missmanagement'},{'Politisches Missmanagement'},"{('Politisches Missmanagement', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Politisches Missmanagement', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,384,"Gescheiterte Politik , Zu hohe steuern - Die aktuelle Politik in Deutschland hat momentan leider total versagt. - inflation.","[('756870', [], '664746'), ('568098', [], '664746')]","[('steuern', [], 'inflation'), ('Politik', [], 'inflation')]","[('Steuererhöhungen', [], 'Inflation'), ('Politisches Missmanagement', [], 'Inflation')]","{'Politisches Missmanagement', 'Steuererhöhungen'}","{'Politisches Missmanagement', 'Steuererhöhungen'}","{('Politisches Missmanagement', (), 'Inflation'), ('Steuererhöhungen', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Politisches Missmanagement', (), 'Inflation'), ('Steuererhöhungen', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,387,"Energie , Krieg - Krieg zwischen Ukraine und Russland  - inflation.","[('u4-Es-Pu3E', [], '284577'), ('285213', [], '284577')]","[('Energie', [], 'inflation'), ('Krieg', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Krieg', 'Hohe Energiepreise'}","{'Krieg', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,388,"Rohstoffe werden teurer, Angebot & Nachfrage - Die Menschen kaufen Lebensmittel auch trotz Preiserhöhungen. Sie erlauben sich den Luxus und sparen lieber woanders. Außerdem betrifft dies auch Grundnahrungsmittel. - inflation.","[('22Po6Oy_bs', [], '477643'), ('ZZST97ZtfE', [], '477643'), ('357654', [], '477643'), ('345079', [], '477643')]","[('Rohstoffe', [], 'inflation'), ('Grundnahrungsmittel', [], 'inflation'), ('Angebot', [], 'inflation'), ('Nachfrage', [], 'inflation')]","[('Angebot (Rest)', [], 'Inflation'), ('Lebensmittelpreise', [], 'Inflation'), ('Angebot (Rest)', [], 'Inflation'), ('Nachfrage (Rest)', [], 'Inflation')]","{'Lebensmittelpreise', 'Angebot (Rest)', 'Nachfrage (Rest)'}","{'Lebensmittelpreise', 'Angebot (Rest)', 'Nachfrage (Rest)'}","{('Lebensmittelpreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation')}","{('Angebot', (), 'Inflation'), ('Nachfrage', (), 'Inflation')}","{('Lebensmittelpreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation')}","{('Angebot', (), 'Inflation'), ('Nachfrage', (), 'Inflation')}"
20,389,"Ukrainekrieg, Syrien, China, Nordkorea, Iran - Es geht um Machtherrschaft
Ölpreise Gas - inflation.","[('932761', [], '702528'), ('703695', [], '702528'), ('9ByUb40C0r', [], '702528')]","[('Ukrainekrieg', [], 'inflation'), ('Ölpreise', [], 'inflation'), ('Machtherrschaft', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Hohe Energiepreise', [], 'Inflation'), ('Geopolitik', [], 'Inflation')]","{'Geopolitik', 'Krieg', 'Hohe Energiepreise'}","{'Geopolitik', 'Krieg', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,390,"Krieg , Asyl  - Krieg slkes eindeutig teurer  - inflation.","[('218786', [], '605607'), ('x5UcTACbTM', [], '605607')]","[('Krieg', [], 'inflation'), ('Asyl', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Migration', [], 'Inflation')]","{'Migration', 'Krieg'}","{'Migration', 'Krieg'}","{('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,393,"Ukraine Krieg, Corona, Klima Veränderungen - Ich habe keine Ahnung von Politik oder Ökonomie.  - inflation.","[('782710', [], '631891'), ('493332', [], '631891'), ('960712', [], '631891')]","[('Ukraine Krieg', [], 'inflation'), ('Corona', [], 'inflation'), ('Klima Veränderungen', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Pandemie', [], 'Inflation'), ('Klimawandel', [], 'Inflation')]","{'Klimawandel', 'Krieg', 'Pandemie'}","{'Klimawandel', 'Krieg', 'Pandemie'}","{('Klimawandel', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Klimawandel', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,394,Krieg - Kann ich nicht beschreiben  - inflation.,"[('789978', [], '968207')]","[('Krieg', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,400,wirtschaft  - durch die schwankende konjunktur  - inflation.,"[('2sAnmNXSI2', [], '912568')]","[('konjunktur', [], 'inflation')]","[('Ökonomische Krise', [], 'Inflation')]",{'Ökonomische Krise'},{'Ökonomische Krise'},"{('Ökonomische Krise', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Ökonomische Krise', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,405,"russia war, covid - They are not that related I think. They are individual topics. Covid was spread in each country and the war has mainly affected west I think. - inflation.","[('227340', [], '185685'), ('230880', [], '185685')]","[('war', [], 'inflation'), ('covid', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Pandemie', [], 'Inflation')]","{'Krieg', 'Pandemie'}","{'Krieg', 'Pandemie'}","{('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,406,"Krieg, Klimawandel - In dem die rücklagen für den Euro weniger Wert sind als die Menge an Geld die existiert  - inflation.","[('922122', [], '939663'), ('914580', [], '939663')]","[('Krieg', [], 'inflation'), ('Klimawandel', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Klimawandel', [], 'Inflation')]","{'Klimawandel', 'Krieg'}","{'Klimawandel', 'Krieg'}","{('Klimawandel', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Klimawandel', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,410,"Energiekosten , Lebensmittel  - Energy kosten Steigerung machen automatisch Produktion der Wahren teurer, was genau den Preis beantrechtigt - inflation.","[('6v-OMMs_8L', [], '92PX2cWePK'), ('uc7pWgSOgS', [], '700868'), ('92PX2cWePK', [], '700868')]","[('Energiekosten', [], 'Wahren'), ('Lebensmittel', [], 'inflation'), ('Wahren', [], 'inflation')]","[('Hohe Energiepreise', [], 'Angebot (Rest)'), ('Lebensmittelpreise', [], 'Inflation'), ('Angebot (Rest)', [], 'Inflation')]","{'Lebensmittelpreise', 'Angebot (Rest)'}","{'Angebot (Rest)', 'Lebensmittelpreise', 'Hohe Energiepreise'}","{('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Angebot (Rest)'), ('Angebot (Rest)', (), 'Inflation')}","{('Angebot', (), 'Inflation'), ('Angebot', (), 'Angebot')}","{('Lebensmittelpreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}","{('Angebot', (), 'Inflation'), ('Angebot', (), 'Angebot')}"
20,412,"Corona, Krieg - Sind zwei unterschiedliche Punkte - inflation.","[('795136', [], '691990'), ('832806', [], '691990')]","[('Corona', [], 'inflation'), ('Krieg', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Krieg', 'Pandemie'}","{'Krieg', 'Pandemie'}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,414,Teurere Import Preise  - Ich weiß es nicht ich kenne mich bei dem Thema nicht aus  - inflation.,"[('752444', [], '249277')]","[('Preise', [], 'inflation')]","[('Zölle', [], 'Inflation')]",{'Zölle'},{'Zölle'},"{('Zölle', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Zölle', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,416,"Corona, Erhöhung Ölpreis - gar nicht - inflation.","[('529004', [], '373474'), ('213511', [], '373474')]","[('Corona', [], 'inflation'), ('Ölpreis', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Hohe Energiepreise', [], 'Inflation')]","{'Pandemie', 'Hohe Energiepreise'}","{'Pandemie', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,426,"Lebenserhaltungskosten, Lebensmittelkosten - Sie hängen stark miteinander zusammen. - inflation.","[('Lb5vEf_BVl', [], '672441')]","[('Lebensmittelkosten', [], 'inflation')]","[('Lebensmittelpreise', [], 'Inflation')]",{'Lebensmittelpreise'},{'Lebensmittelpreise'},"{('Lebensmittelpreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}","{('Lebensmittelpreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}"
20,431,Krieg - Krieg - inflation.,"[('648303', [], '703982')]","[('Krieg', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,439,"Energie Preise, CO2 Steuer, Ukraine Krieg, Emigration - Die steigenden Energiekosten, aufgrund des Krieges in der Ukraine.  - inflation.","[('UOj7OBMzEv', [], '390059'), ('500115', [], '9LKbcpw2wp'), ('9LKbcpw2wp', [], '390059'), ('kABz7uhO3c', [], '390059')]","[('Steuer', [], 'inflation'), ('Krieges', [], 'Energiekosten'), ('Energiekosten', [], 'inflation'), ('Emigration', [], 'inflation')]","[('Steuererhöhungen', [], 'Inflation'), ('Krieg', [], 'Hohe Energiepreise'), ('Hohe Energiepreise', [], 'Inflation'), ('Migration', [], 'Inflation')]","{'Migration', 'Hohe Energiepreise', 'Steuererhöhungen'}","{'Migration', 'Krieg', 'Steuererhöhungen', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Migration', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise'), ('Steuererhöhungen', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Migration', (), 'Inflation'), ('Steuererhöhungen', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation')}"
20,442,"die Rohstoffkosten sind stark gestiegen, die Energiekosten sind gestiegen - teilweise mit dem Ukrainekrieg - inflation.","[('685235', [], '6cyFSFSFwC'), ('685235', [], 'SB93_inrhZ'), ('SB93_inrhZ', [], '774896'), ('6cyFSFSFwC', [], '774896')]","[('Ukrainekrieg', [], 'Energiekosten'), ('Ukrainekrieg', [], 'Rohstoffkosten'), ('Rohstoffkosten', [], 'inflation'), ('Energiekosten', [], 'inflation')]","[('Krieg', [], 'Hohe Energiepreise'), ('Krieg', [], 'Angebot (Rest)'), ('Angebot (Rest)', [], 'Inflation'), ('Hohe Energiepreise', [], 'Inflation')]","{'Angebot (Rest)', 'Hohe Energiepreise'}","{'Krieg', 'Angebot (Rest)', 'Hohe Energiepreise'}","{('Krieg', (), 'Angebot (Rest)'), ('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise'), ('Angebot (Rest)', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation')}"
20,444,"mangelhafte politik, unfähige Berater und politiker - Sehr SPD und Grüne haben Deutschland an die Wand gefahren, schlecht reagiert und agiert und allen ndren die Schuld gegeben - inflation.","[('302670', [], '718548')]","[('mangelhafte politik', [], 'inflation')]","[('Politisches Missmanagement', [], 'Inflation')]",{'Politisches Missmanagement'},{'Politisches Missmanagement'},"{('Politisches Missmanagement', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Politisches Missmanagement', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,446,"energiepreisanstieg, Lieferkettenprobleme - garnicht - inflation.","[('554616', [], '977099'), ('297916', [], '977099')]","[('energiepreisanstieg', [], 'inflation'), ('Lieferkettenprobleme', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation'), ('Lieferkettenprobleme', [], 'Inflation')]","{'Hohe Energiepreise', 'Lieferkettenprobleme'}","{'Hohe Energiepreise', 'Lieferkettenprobleme'}","{('Hohe Energiepreise', (), 'Inflation'), ('Lieferkettenprobleme', (), 'Inflation')}","{('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Lieferkettenprobleme', (), 'Inflation')}","{('Angebot', (), 'Inflation')}"
20,450,Ukraine  - Bin mir nicht sicher  - inflation.,"[('YSmn-PO9JZ', [], '164293')]","[('Ukraine', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,457,"Krieg Ukraine, Sanktionen gegen Russland, Zusammenbruch von Lieferketten - Allerdings sehr schwer einzuhalten, wenn es sich um einen der größten Handelspartner handelt. Auf der einen Seite hat ein Staat Werte . Wenn ein anderer krass dagegen verstößt , sind Sanktionen richtig. Allerdings sehr schwer einzuhalten, wenn es sich um einen der größten Handelspartner handelt. - inflation.","[('467055', [], '8hpXWeG30h'), ('8hpXWeG30h', [], '456486'), ('456486', [], '388998')]","[('Krieg', [], 'Sanktionen'), ('Sanktionen', [], 'Zusammenbruch von Lieferketten'), ('Zusammenbruch von Lieferketten', [], 'inflation')]","[('Krieg', [], 'Geopolitik'), ('Geopolitik', [], 'Lieferkettenprobleme'), ('Lieferkettenprobleme', [], 'Inflation')]",{'Lieferkettenprobleme'},"{'Krieg', 'Lieferkettenprobleme', 'Geopolitik'}","{('Krieg', (), 'Geopolitik'), ('Lieferkettenprobleme', (), 'Inflation'), ('Geopolitik', (), 'Lieferkettenprobleme')}","{('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation'), ('Andere', (), 'Andere')}","{('Lieferkettenprobleme', (), 'Inflation')}","{('Andere', (), 'Angebot'), ('Angebot', (), 'Inflation'), ('Andere', (), 'Andere')}"
20,461,"Höhere Energiekosten , Lohnsteigerungen, Krieg, Umwelt - Die gesteigerten  Lohnkosten werden auf den Preis aufgeschlagen  - inflation.","[('P4egspjy6J', [], '174960'), ('719064', [], '174960'), ('251617', [], '174960'), ('158757', [], '174960')]","[('Energiekosten', [], 'inflation'), ('Lohnsteigerungen', [], 'inflation'), ('Krieg', [], 'inflation'), ('Umwelt', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation'), ('Löhne', [], 'Inflation'), ('Krieg', [], 'Inflation'), ('Klimawandel', [], 'Inflation')]","{'Löhne', 'Klimawandel', 'Krieg', 'Hohe Energiepreise'}","{'Klimawandel', 'Krieg', 'Löhne', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,466,Krieg - Rohstoffmangel - inflation.,"[('698405', [], '291029'), ('eEv84_wl_h', [], '291029')]","[('Krieg', [], 'inflation'), ('Rohstoffmangel', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Angebot (Rest)', [], 'Inflation')]","{'Krieg', 'Angebot (Rest)'}","{'Krieg', 'Angebot (Rest)'}","{('Angebot (Rest)', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Angebot (Rest)', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,470,Covid - Covid hat alles verandert  - inflation.,"[('419549', [], '349132')]","[('Covid', [], 'inflation')]","[('Pandemie', [], 'Inflation')]",{'Pandemie'},{'Pandemie'},"{('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,473,"krieg, krieg - das weiss ich leider nicht - inflation.","[('108031', [], '899278')]","[('krieg', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,478,"Ukraine krieg, Russland  - Lebensmittel Verteuerung und der Mindestlohn  - inflation.","[('423179', [], '666424'), ('kHOI7sIIlM', [], '666424'), ('EDhMGUK4as', [], '666424')]","[('Ukraine krieg', [], 'inflation'), ('Mindestlohn', [], 'inflation'), ('Lebensmittel', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Löhne', [], 'Inflation'), ('Lebensmittelpreise', [], 'Inflation')]","{'Löhne', 'Lebensmittelpreise', 'Krieg'}","{'Löhne', 'Lebensmittelpreise', 'Krieg'}","{('Lebensmittelpreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}","{('Lebensmittelpreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation'), ('Angebot', (), 'Inflation')}"
20,480,Energiepreise  - Die Privaten Personen mussten auch direkt mehr für Strom und Benzin zahlen . - inflation.,"[('587685', [], '448721')]","[('Energiepreise', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation')]",{'Hohe Energiepreise'},{'Hohe Energiepreise'},"{('Hohe Energiepreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}"
20,483,geldmengen ausweitung - gestiegenes Geld drucken = gestiegene Inflation - inflation.,"[('yoHkNFz8hr', [], '105293')]","[('geldmengen', [], 'inflation')]","[('Geldpolitik', [], 'Inflation')]",{'Geldpolitik'},{'Geldpolitik'},"{('Geldpolitik', (), 'Inflation')}","{('Nachfrage', (), 'Inflation')}","{('Geldpolitik', (), 'Inflation')}","{('Nachfrage', (), 'Inflation')}"
20,485,"Corona, Flüchtlinge - Weiß nicht - inflation.","[('314148', [], '956970'), ('2rCqRyNpv_', [], '956970')]","[('Corona', [], 'inflation'), ('Flüchtlinge', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Migration', [], 'Inflation')]","{'Migration', 'Pandemie'}","{'Migration', 'Pandemie'}","{('Migration', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Migration', (), 'Inflation'), ('Pandemie', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,491,"Corona krise, Ukraine krieg - Gar nicht  - inflation.","[('161002', [], '314675'), ('382397', [], '314675')]","[('Corona krise', [], 'inflation'), ('Ukraine krieg', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Krieg', 'Pandemie'}","{'Krieg', 'Pandemie'}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,492,"Corona Krise , Kriege - l aus Russland ist gestoppt größtenteils, und es wird insgesamt immer alles teurer, Inflationsrate steigt immens... - inflation.","[('954646', [], '501644'), ('762156', [], '501644')]","[('Corona Krise', [], 'inflation'), ('Kriege', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Krieg', 'Pandemie'}","{'Krieg', 'Pandemie'}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,494,"Spritpreise, Im supermarkt, Beim bäcker, Beim mezga, Im freizeitpark - Über all steigen dort die Preise.  Sie steigen sehr enorm ,aber ich glaube , dass es etwas.runtergehen wird . - inflation.","[('667709', [], '581131'), ('pmhV3pIA4b', [], '581131')]","[('Spritpreise', [], 'inflation'), ('bäcker', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation'), ('Lebensmittelpreise', [], 'Inflation')]","{'Lebensmittelpreise', 'Hohe Energiepreise'}","{'Lebensmittelpreise', 'Hohe Energiepreise'}","{('Hohe Energiepreise', (), 'Inflation'), ('Lebensmittelpreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}","{('Hohe Energiepreise', (), 'Inflation'), ('Lebensmittelpreise', (), 'Inflation')}","{('Angebot', (), 'Inflation')}"
20,497,"Urkrainekrieg, Israelkrieg, Politische Streitereien in der Regierung , Auflösung der Regierung  - Wie lächerlich ist das denn, die Politik soll zusammen arbeiten, Entscheidungen für Deutschland und die Bürger treffen, sie nicht zanken und Lachnummer werden. - inflation.","[('698010', [], '198153'), ('769565', [], '198153')]","[('Politische Streitereien in der Regierung', [], 'inflation'), ('Urkrainekrieg', [], 'inflation')]","[('Politisches Missmanagement', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Politisches Missmanagement', 'Krieg'}","{'Politisches Missmanagement', 'Krieg'}","{('Politisches Missmanagement', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Politisches Missmanagement', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,504,Krieg - Weiß nicht  - inflation.,"[('455421', [], '164084')]","[('Krieg', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,508,Migration  - Es gibt zuviel Migration in Deutschland  - inflation.,"[('657674', [], '382339')]","[('Migration', [], 'inflation')]","[('Migration', [], 'Inflation')]",{'Migration'},{'Migration'},"{('Migration', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Migration', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
20,513,"Klimawandel, Krieg - Sie beeinflussen die Preise und Kosten auf dem internationalen Markt. - inflation.","[('423192', [], '652822'), ('935785', [], '652822')]","[('Klimawandel', [], 'inflation'), ('Krieg', [], 'inflation')]","[('Klimawandel', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Klimawandel', 'Krieg'}","{'Klimawandel', 'Krieg'}","{('Klimawandel', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}","{('Klimawandel', (), 'Inflation'), ('Krieg', (), 'Inflation')}","{('Andere', (), 'Inflation')}"
