inner_id,text,annotator_20,annotator_21
235,"Krieg , Energie , Lieferketten, Klimaschutz  - Der eine bedingt den anderen. Wird von verschiedenen Seiten forsiert. Die Ursache wird von vielen Seiten zur Preiserhöhung genutzt. Die Angst der Verbraucher bestärkt  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
236,"Krieg Ukraine , Politik , Schulden  - Geldausgaben sind einfach zu hoch gewesen und falsche Einschätzung bzw verlass auf andere Länder  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
237,"Konsum , Mieten , Güter , Bvg, Einzelhandel  - Keine Angaben  - inflation.",Gründe der Inflation,Gründe der Inflation
238,"Energiedesaster der Grünen, Ungebremst Migration von Bürgergeldempfängern, Bürgergeldexplosion, Wohnungs-und Nebenkostengarantie durch Staat für Bürgergeldempfänger ohne Limit - Das sind die Ergebnisse der sozialistisch-ökofaschistischen Politik von SPD und Grünen  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
239,Stronger - We have stronger of heoug - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
240,"Die Corona Pandemie , Menschen sind weniger raus gegangen und haben weniger gekauft, Man hat nicht mehr so viel benötigt, Weiß ich nicht, Man hatte kein geld mehr - Und so kann sich jetzt keiner mehr was leisten. Wenn Menschen nicht mehr viel kaufen, muss nicht mehr so viel hergestellt werden. Dann verdienen die Firmen weniger und müssen die Produkte teurer machen. Als dann die Pandemie vorbei war, wollten alle wieder viel kaufen das konnten die Firmen aber nicht machen weil dann auch die Materialkosten gestiegen sind. Und so kann sich jetzt keiner mehr was leisten. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
241,"Krieg, Energiekosten, Lohnerhöhungen, Rohstoffpreise - Alles hängt miteinander zusammen. Die Regierung hat es nicht geschafft, dieses in Einklang zu bringen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
242,"Höhere Energiekosten, Globale Krisen wie Krieg und Umweltkatastrophen - Globale Krisen wie Umweltkatastrophen zerstören Ernten.
Kriege beeinflussen den Weltmarkt stark.
Beides hat Einfluss auf die Inflationsraten in Ländern. - inflation.",MISSING,kausales Inflationsnarrativ
243,"Energiepreise, Arbeitslöhne - Immer höhere Löhne 
Teuere Netze - inflation.",Gründe der Inflation,Gründe der Inflation
244,"Wirtschaft, ......... - ......... - inflation.",Gründe der Inflation,Gründe der Inflation
245,"Ukraine Krieg, Rohstoffmangel, Co2 Steuer, Nachfrage, Irankonflikt - Der Rohstoffmangel lässt die Preise nach oben Steigen, Angebot und Nachfrage. Der Irankonflikt beschert lanägere Lieferwege , da nicht durch den Suerzkanal gefahren werden kann. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
246,"Währung , Steuer  - Kosten und Steuer Steigerung  - inflation.",Gründe der Inflation,Gründe der Inflation
247,"Staatlichen Ausgaben, Angebot und Nachfrage - Vom Staat aus, der mehr zurzeit auf die Außenpolitik fokussiert ist - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
248,"Steigende Energiepreise , Krieg in Ukraine , Hohe soziale Abgaben - Weiß ich nicht genau . Bin ich kein Spezialist im Finansen und Makroikonomik . - inflation.",Gründe der Inflation,Gründe der Inflation
249,"Rohstoffpreise, Verknappung - Die Rohstoffpreise sind gestiegen. Wichtige Rohstoffe standen weniger zur Verfügung.
Das treibt den Preis weiter. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
250,Krieg  - Das weiß ich nicht - inflation.,Gründe der Inflation,Gründe der Inflation
251,krieg - weiss nicht - inflation.,Gründe der Inflation,Gründe der Inflation
252,"Anstieg der Lebensmittelkosten , Anstieg der Stromkosten - Ukraine und Russland  - inflation.",Gründe der Inflation,Gründe der Inflation
253,"Unsere Regierung , Kriege, Coronanachwirkungen, Geldgier der Reichen  - Unfähige Regierung versucht verzweifelt mit den Geldmitteln (welche nicht vorhanden sind) zu haushalten. Steuern werden auf sinnlos ideologischgeprägte Projekte erhoben und oder Urgeschichte und die Produktion und Handel geben diese Kosten inform von Preiserhöhung an den Kunden weiter. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
254,Krieg - Der Krieg in der Ukraine wird dazu genutzt um die Inflation steigen zulassen. Die Bevölkerung bzw. ein Großerteil davon glaub es auch noch. - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
255,"3,7 - 3,7 - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
256,"2, 4, 5, 3, 1 - Eine Form der qualitativen Forschung bei der die Geschichten selbst zu den Rohdaten werden - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
257,"Corona Virus, Ukraine Krieg - Die Menschen horten ihr Geld lieber auf Konten und bringen es nicht in Umlauf - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
258,"Inflation, Ukrainekrieg - Durch den Ukraienekrieg kriegten wir kein Weizen mehr von Russland Fund die Inflation stieg - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
259,"Regierung, Angela Merkel, Olaf scholz, Erdogan, Franz Beckenbauer - Di
Sie hängen einfach zusammen. Ich weiss nicht was ich hier erklären soll. Tur mir leid wenn ich ihre zeit verschwende. Ich mag katzen - inflation.",Gründe der Inflation,Keine sinnvolle Antwort
260,"Unfähige Politiker, Europas Machtstreben, Nazis & Faschisten - Nazis und Faschisten haben immer mehr Einfluss auf die Politik in Europa und die Unfähigkeit der Politik ist einer der Hauptgründe dafür.  - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
261,"0.6, 3, 6, 9 - 3 - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
262,"Krieg Ukraine, Künstlich durch Lebensmittelgroßhändler - sind nicht trennbar - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
263,"steigende Rohstoffpreise, Kriege, Missernten - Durch Missernten sind die Produkte nicht ausreichend verfügbar und die preise steigen
Durch Kriege werden die Produkte aus den betroffenen Ländern nicht mehr geliefert - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
264,"Hcgk, Udgd, Khfu - Hxkgfu - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
265,"Weniger eigen produkte ins ausland verkauft, Weniger produkte im inland verkauft - Alles began mit der corona krise - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
266,"Ukraine , Politik  - Es gäbe ja durch den Ukraine Krieg weniger Getreide, außerdem durch den Klimawandel. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
267,Wenig teure Sachen kaufen  - Olaf Scholz  - inflation.,Gründe der Inflation,Keine sinnvolle Antwort
268,2 - Es ist alles sehr teuer geworden  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
269,Nichts  - Nichts  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
270,"Energiepreise, Nahrungsmittelpreise, Lohnsteigerungen - Durch die höheren Energiepreise wurde die Produktion teurer - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
271,"3, 2 - Ich möchte diese Frage nicht beantworten - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
272,"Nah-Ost Konflikt, Regierung - Schlechte wirtschaftliche Situation wirkt sich negativ auf die Reaktion des Krieges aus - inflation.",MISSING,kausales Inflationsnarrativ
273,"Null, Null, Null - Da ich null 3 mal genommen habe  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
274,"Angebotsknappheit - Keine Lieferung der Handelsware durch krieg.
Keine Lieferung des Öls.
Aufstieg aus de EU - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
275,politik - weiß ich nicht genau - inflation.,Gründe der Inflation,Gründe der Inflation
276,20 - Gut - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
277,"Krieg, Wirtschaft - Durch den Krieg ist die Wirtschaft geschwächt. Dadurch wird vieles teurer. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
278,"Die Regierung, Der Kanzler , Die Parteien - Keine Ahnung und interessiert mich auch nicht. Ich kann es sowieso nicht ändern - inflation.",Gründe der Inflation,Gründe der Inflation
279, - Von der Gesellschaft  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
280,Russia und Ukrainisch  - Wess nicht - inflation.,Gründe der Inflation,Gründe der Inflation
281,"4, 3, 5 - Freundlichkeit  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
282,"1, 2, 4, 5, 1 - Weißt nicht - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
283,"Ukraine Krieg , Lohnsteigerungen - Keine Ahnung  - inflation.",Gründe der Inflation,Gründe der Inflation
284,"Hohe rechnungen, Alles doppelt gestiegen - Globale Preis steigerung - inflation.",Gründe der Inflation,Gründe der Inflation
285,"Politiker wollen sich die Taschen mit Geld füllen, Korruption - Garnicht da es mit Inflation absolut nichts zu tun hat  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
286,"Energiekosten , Krieg, Lieferkette  - Dich den YYKrieg  hat sich der Preis für Benzin und Gas Verteuert, da diese waren nicht mehr preiswert über Russland bezogen werden. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
287,"Energiepreise, Dienstleistungen - Da die Energiepreise und Dienstleistungen erhöht wurden, schlägt sich das beim Kunden nieder. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
288,"unsere unfähige Regierung, Krieg - kann ich nicht beurteilen - inflation.",Gründe der Inflation,Gründe der Inflation
289,"Politik, Steuererhöhung  - Liegt alles an der Regierung - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
290,"rohstoffe, strom, ukraine krieg, energieumstellung, migration - die faktoren sind alle zusammenhängend - inflation.",Gründe der Inflation,Gründe der Inflation
291,"ukraine-krieg, politik der ampelregierung - sie hängen sehr stark zusammen, das lässt sich nicht trennen - inflation.",Gründe der Inflation,Gründe der Inflation
292,"Die Strompreise, der Ukrainekrieg - Krisen wie Corona lassen die Preise ebenfalls explodieren. . Wenn die Herstellungskosten steigen, steigen die Preise. Wenn mehr in die Umwelt investiert werden muss, weil die Politik komische Gesetze beschließt, steigen die Preise. Krisen wie Corona lassen die Preise ebenfalls explodieren. . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
293,"Kriege , Gas, Strom, Öl - Wirtschaftliche Entwicklung  - inflation.",Gründe der Inflation,Gründe der Inflation
294,"Die vielen Kriege in der Welt, Lieferschwierigkeiten , Corona , Ölpreise sind gestiegen , allgemeine schlechte wirtschaftliche Lage  - Durch die Kriege ist es zu einer Rohstoff Knappheit und Lieferschwierigkeiten gekommen dadurch stiegen die Preise. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
295,"Klimawandel , Kriege - Menschen wollen mehr macht - inflation.",Gründe der Inflation,Gründe der Inflation
296,der ukrainekrieg - wir haben kein billiges erdgas aus russland mehr bekommen- die heizkosten gingen hoch - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
297,"Krieg, Energie wurde erheblich teurer, Anstieg Lebensmittelpreise weit über dem durchschnittlichen Anstieg der Lebenshaltungskosten - Ursachen: durch Krieg Russlands gegen Ukraine und dadurch bedingten Boykott gegen Russland. Ausfall preiswerter Energie. ""Übergewinne"" für die Energiewirtschaft und Waffenherstelle.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
298,"Energiekosten, Krieg - Verknappung der Produktion - inflation.",Gründe der Inflation,Gründe der Inflation
299,"Ölpreis , Strompreis , Klimawandel , Steuer , Arbeitskosten  - Wegen Einstieg von Rohstoffe Preisen sind automatisch die Kosten bei allen Anbietern gestiegen  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
300,Krieg Ukraine  - Öl etc kann durch Sanktionen nicht mehr so einfach nach Deutschland  - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
301,Energiepreise  - Kann ich nicht sagen  - inflation.,Gründe der Inflation,Gründe der Inflation
302,"Wirtschaft , Kriege - Weiterhin will man nachhaltiger handeln, was auf Kosten der Wirtschaft geht . Ich denke, durch den Krieg können einige Güter nicht mehr geliefert werden. Deshalb müssen die Güter aus anderen Ländern bezogen werden. Das wiederum verteuert alles. Weiterhin will man nachhaltiger handeln, was auf Kosten der Wirtschaft geht . Weiterhin will man nachhaltiger handeln, was auf Kosten der Wirtschaft geht . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
303,"Ukraine Krieg , Importstopp von Erdöl aus Russland  - Sehr eng. Sanktionen gegen Russland wegen des Krieges  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
304,"Krieg, Corona - Es folgte Krise auf Krise - inflation.",Gründe der Inflation,Gründe der Inflation
305,Weiß nicht  - Ich weiß es echt nicht da ich mich mit diesem Thema nicht gut auskenne - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
306,"Corona Pandemie , Steigender Mindestlohn - Weniger Arbeitsplätze - inflation.",Gründe der Inflation,Gründe der Inflation
307,"Ukrainekrieg, Corona - Schlechte Absatzmöglichkeiten für Waren. - inflation.",Gründe der Inflation,Gründe der Inflation
308,Ukrainekonflikt - Weniger Lieferungen. - inflation.,kausales Inflationsnarrativ,Gründe der Inflation
309,Politische Fehlentscheidungen - So das die derzeitige Regierung keine Ahnung hat von dem was sie tut. Dazu noch Ideologien zu verwirklichen die mit der Realität überhaupt nichts zu tun haben. - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
310,"20, 30 - Likev gs - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
311,"Rohstoffmangel, Zinserhöhung der Zentralbank - Durch den Rohstoffmangel wird das Warenangebot kleiner. Dies führt bei gleicher Nachfrage zu höheren Preisen. Durch die Erhöhung der Zinsen, werden z.B. Kredite teurer. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
312,"Corona, Ukraine-Krieg, Ausnutzung der Situation durch Marktteilnehmer der Situation - Durch zurück gehende Gaslieferungen erhöhte Energiekosten in Deutschland. Bspw. hat die lbranche in den Zeiten angeblich höherer Beschaffungskosten die höchsten Gewinne seit Menschengedenken eingefahren. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
313,"Krieg, Corona, Politische Lage - Das ist berechtigt, Preise steigen ohne Ende.  - inflation.",Gründe der Inflation,Gründe der Inflation
314,"Rohstoffe, Krieg, Energie, Lohnsteigerungen, Umlagen - Gestiegene Kosten für Energie hängen mit dem Ukrainekrieg zusammen. Verbunden sind damit sämtliche andere Erhöhungen von Kosten. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
315,Nichts Konkretes - sehr gut - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
316,"Ukrainekrieg, Wirtschaftssanktionen , Bürokratie und Auflagen der EU, Nicht durchdachte Konzepte der grünen Politiker - Und das um jeden Preis. Teure Vorschriften der EU gegenüber der Landwirtschaft, überteuerte Preise bei Gas und Strom, da man Konzepte nicht gründlich durchdenkt und mit dem Kopf durch die Wand will und das um jeden Preis. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
317,"falsche Entscheidungen der Regierung - Die Regierung hat die Deindustralisierung Deutschlands zum Ziel. Und die meisten Wähler geben denen ihre Stimme. Einstein: ""Das Weltall usw. "" - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
318,desaströse ideologiegetriebene Politik - sehr eng - inflation.,Gründe der Inflation,Gründe der Inflation
319,"Höhe Energie preise, Steuer - Zu hohe Energiekosten verursachen hohe Produktionskosten. Somit wird alles teurer. Steigende löhne tun ihr übriges dazu. Ein teufelskreislauf - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
320,"Kriege, Politik, Wirtschaft - Die Kriege sind schuld - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
321,"Steigende Nachfrage: Die Verbraucher haben ihr persönliches Konsumverhalten im Hinblick mit den damaligen Lockerungen der Corona-Restriktionen geändert und in diesem Kontext aufgestaute Anschaffungen von Waren und Gütern oder auch Unternehmungen entsprechend nachgeholt., Geringeres Angebot: Gleichzeitig trifft die steigende Nachfrage auf ein geringeres Angebot, welches infolge der globalen Coronavirus-Krise und den damit verbundenen Lieferkettenproblemen reduziert wurde. Vor diesem Hintergrund stiegen auch die Produktionskosten von Waren und Güter der Unternehmen, welche in der Regel an die Verbraucher weitergegeben werden. - Unterschieden wird in diesem Fall auch zwischen einer im Fachjargon sogenannten Nachfrage- und Angebotsinflation. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
322,"Wirtschaftskrise , Erhöhte Strompreise - Dieses bekommen wir dann als Endverbraucher zu spüren und kaufen weniger bzw.geben weniger Geld aus. - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
323,"Ukrainekrieg, Sanktionen gegenüber Russland - Durch steigen die Preise. . Durch den Ukrainekrieg und die nachfolgenden Sanktionen durch die EU haben sich die Preise für Rohstoffe, Energie und Getreide erhöht. Durch den Preisanstieg im Energiesektor hat sich die Produktion von Gütern in Deutschland verteuert. Die Kosten werden auf die Verbraucher umgelegt und dadurch steigen die Preise. . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
324,"Ukraine Krieg , Steigende Energiekosten  - Allgemeine Steigerungen durch den Ukrainekrieg, auch die CO 2 Besteuerung, steigende Gehälter  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
325,"Anstieg der Materialkosten, Erhöhte Produktionskosten - Insgesamt wird momentan alles teuere- Benzin, Strom, usw. was natürlich auch in den Firmen zu Buche schlägt. Löhne müssen auch angepasst werden - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
326,"Fjfn, Fnwn - Cncbc - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
327,Keine Angabe - Weis ich nicht  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
328,"Ukrainekrieg, Gier der Händler  - Der Hanemdel nimmt den Krieg als Ausrede für überzogenen Preisanstieg - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
329,keine Angabe - keine Angabe - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
330,"Der Krieg in der Ukraine, Höhere Energiekosten - Durch den Krieg mussten wir uns neue Energiquellen suchen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
331,"re tert ewrt, ert ewrt wer - ert ert e ter ewrt ertw ertertwert wetwe rtwer twert wert e - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
332,"Wirtschaft , Krieg - Durch die schlechte Wirtschaftslage unter anderem durch Krieg ist alles schlechter geworden. Mir fallen jetzt hier keine weiteren Sätze dazu ein.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
333,"Ukraine Krieg , Corona, Höhere Kosten bei Rohstoffen  - Durch den Ukraine Krieg ist Gas viel teurer geworden  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
334,"Warenmangel , Mehr Geld, Kleineres Angebot größere nachfrage - Es gibt weniger Wäre (Angebot) doch die Menschen haben mehr Geld und wollen es Ausgeben (Nachfrage) - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
335,"Krieg, Geschäft , Arbeit, Bauern, Schulen  - Ich denke es liegt mehr an den Krieg.
Also den Krieg in ukraine das alles so kamm.
Mit den steigenen Preisen.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
336,"Geldpolitik der EZB, Politische Veränderungen (national und global), Gestiegene Verbraucherpreise , Sinkende Rohstoffvorkommen, Geldumlauf - Oder werden Rohstoffe knapper, dann steigen auch die Preise. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
337,"Corona Pandemie , Ukraine Russland Konflikt  - Weiß ich nicht - inflation.",Gründe der Inflation,Gründe der Inflation
338,"Krieg in der Ukraine , Hohe Energiekosten - . Das wirkt sich auf die Preise aus . Der Krieg in der Ukraine geht einher mit den Sanktionen der westlichen Länder gegen Russland . Dies hat zur Folge , dass kein russisches Gas mehr gekauft wird und statt dessen € teureres € Gas etc.. das wirkt sich auf die Preise aus . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
339,"Die Energiekosten, Die Mietkosten, Die Personalkosten, Steuern, Krankenkasse - Da haben die Konzerne ihre Verdienste noch geschraubt und das wäre bei vielen nicht nötig. . - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
340,"Ukrainekrieg , Gaspreisanstieg, Mieterhöhung, Lebensmittelpreise stiegen , Lohnerhöhungen  - Krieg in der Ukraine, Gaspreise steigen, Baumaterial steigen dadurch wird bauen teurer, Mietpreise steigen, Lebensmittelpreise steigen wie Mehl, da die Ukraine ihre Mehlprodukte nicht mehr nach Europa verkaufen kann, - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
341,"Fehlgeleitete Politik in Deutschland , Habgier der reichen die,  die Krisen dieser Welt zu ihrer Bereicherung genutzt haben  - Die Politik ist Teil der reichen elite und deshalb unwillens etwas zu ändern  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
342,Schlechtere wirtschaft -  Preise in einem Land von Jahr zu Jahr steigen gemessen durch die wirstschaft - inflation.,Gründe der Inflation,Gründe der Inflation
343,"Krieg in der Ukraine / Energiepreise, Handelskonflikte / Zölle, US-Zinspolitik - Der Krieg in der Ukraine hat zu einem Anstieg der Energiepreise geführt. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
344,"Kosten Erhöhung , Steuern Erhöhung , Lebensunterhalt , Anstieg der Lebensmittel , Anstieg des Lebensweisen  - Der Lebensstil wird teuer und die Gehälter bleiben gleich. Die Politik wird weniger und das Ansehen auch - inflation.",Gründe der Inflation,Gründe der Inflation
345,"krieg, umwelt - vieles - inflation.",Gründe der Inflation,Gründe der Inflation
346,"Differenzen im Ausland, Zusammenbruch der ampelregierung  - Kann ich garnicht genau beschreiben, da alles so schnell ging und man mit Neuigkeiten aus dem Ausland sowie dann auch aus dem Inland konfrontiert wurde  - inflation.",Gründe der Inflation,Gründe der Inflation
347,"Energiepreise, Lieferprobleme, Rückgang der Globalisierung, Lohnsteigerungen - Diese Faktoren hängen alle miteinander zusammen bzw. bauen aufeinander auf.
Zum Beispiel zuerst steigende Inflation durch Energiepreise, dann dadurch erhöhte Lohnsteigerungen die wiederum die Inflation erhöhen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
348,Teuer  - Preise steigen an - inflation.,Keine sinnvolle Antwort,Gründe der Inflation
349,"gestiegene Energiekosten wegen Krieg, wirtschaftlich schlechte Absatzlage, Zölle, Umwelteinflüsse auf Nahrungsmittelproduktion, Versorgungsengpässe - Umwelteinflüsse beeinträchtigen die Ernten und Erträge. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
350,"Corona, Einwanderung , Staatsausgaben , Zu viele schulden, Zu viel Hartz4  - Die Regierung ist schuld sonst Niemand  - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
351,"falsche politik, schlechte parteiprogramme - weil politiker alle korrupt sind und unsere steuergelder verschwenden.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
352,"Krieg in Ukraine , Politik - Somit erhöht sich der Preis, wenn wäre da ist! - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
353,"Ukraine-Krieg, Spätfolgen von Corona - sie hängen nicht wirklich zusammen. sie sind voneinander unabhängig - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
354,Adidas - Sehrgut - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
355,People - Very head - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
356,"Rent, Grocery, Biliing, Outdoor Activeties, Tax - This results in financial strain, especially for those with lower incomes. Inflation increases the cost of rent, food, and groceries, making everyday essentials more expensive. Higher taxes on goods and property also contribute to rising costs, affecting people's ability to afford basic needs. This results in financial strain, especially for those with lower incomes. - inflation.",Keine sinnvolle Antwort,kausales Inflationsnarrativ
357,"Ukraine-Krieg, Mitnahmeeffekt von Unternehmen - die Faktoren hängen vollständig zusammen - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
358,"krieg - das ist schwer zu beschreiben, die beischaffung usw - inflation.",Gründe der Inflation,Gründe der Inflation
359,"Strom, Krieg - keine Ahnung - inflation.",Gründe der Inflation,Gründe der Inflation
360,"Fehler bei politischen Entscheidungen, Zu hohe Steuern und Abgaben, Hersteller wollen jedes Jahr Gewinnzuwachs,was vollkommen unmöglich ist - Fehlpolitik, falsche Einstellung der Wirtschaft.Zu hohe Energiekosten,Abgaben,Steuern.Versicherungen explodieren.Zu viele Auflagen.Explodierendes Beamtentum und Pensionen - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
361,"Mehrwersteueranstieg, Transpotkostenanstieg, Herstellungskostenabstieg - Die Energiekrise durch den Russischen Krieg setzt sich allen Bereichen der Wirtschaft fort. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
362,"Der Krieg in Ukraine, Der Steigende Preiser bei Gas - Dass hat auch zu steigende Preiser gekommen. Das hat auch zu steigende Preiser gekommen. - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
363,"Wirtschaftsstagnation, Zinspolitik der EZB, Bundesfinanzpolitik, Weltwirtschaft - Wenn weniger und teurer produziert wird steigen die Preise.
Weltmarkt steuert Preise aggressiver.
EZB trödelt mit Finanzentscheidungen hinterher. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
364,"einwanderung, inflation - zu viele menschen die auf kosten des staates leben ,krieg in der ukraine - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
365,"3, 5 - Ich weiß nicht  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
366,Der staat braucht geld - Das der staat beite ist. Das man weniger kauften soll.  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
367,"(Post-)Covid, Ukraine-Krieg - ""Spannungen"" zwischen Russland und der restliche Welt führten zu steigenden Energiepreisen, Russland mit Strafzahlungen, Rubel verliert an Wert, erc - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
368,"Nahrungsmittel anstieg, Dienstleistungsanstieg, Lohnkosten, Energiekosten - gleiches Geld für weniger Ware. gleiche Arbeit für mehr Lohn. Höhere Transportkosten wegen Benzinpreise. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
369,"Energiekrise, Wirtschaft Einbruch - Die Faktoren wirkten zusammen und führten zu einer breiten und anhaltenden Inflation. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
370,"die corona pandemie, die extreme zuwanderung allgemein, der ukraine krieg, arbeitslosigkeit, entwicklung verschiedener berufe, Technisierung ist super, kostet aber viele Arbeitsplätze - diverse Fehlentscheidungen unserer Regierung, die unglaubliche Einmischung in die kriege anderer Länder - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
371,"Krieg - Krieg in verschiedenen Ländern 
Ernteausfälle in einigen Teilen Europas
  - inflation.",Gründe der Inflation,Gründe der Inflation
372,Energiekosten - Keine Ahnung  - inflation.,Gründe der Inflation,Gründe der Inflation
373,"corona , ukraine, weiß nicht  - das weiss ich nicht….interessiere mich nicht weiter dafür - inflation.",Gründe der Inflation,Gründe der Inflation
374,"Corona, Ukraine Krieg  - Durch Corona würde eine Produktions Engpass erschaffen. Und durch den Krieg wurde der Zugang zu Öl unterbrochen, wo durch die Verarbeitungs Kosten gestiegen sind. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
375,"corona, politik im land - Durch die Pandemie gab es engpässe und knappheit, was die preise erhöht hat. Dazu kamen noch die Fehlentscheidungen und ie schlechte Arbeit unserer Regierung, die alles noch verstärkt hat. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
